flight_number,flight_title,service_provider_name,scheduled_time,departure_time,date
U5 7105,Sharm El Sheikh,SkyUp MT,N/A,N/A,2025-12-30
LO 792,Varssavi (Chopin),LOT - Polish Airlines,05:40,N/A,2025-12-30
BT 362,Riia,Air Baltic Corporation,05:40,N/A,2025-12-30
AY 1036,Helsingi,Finnair,06:00,N/A,2025-12-30
LX 1317,Zürich,Swiss,06:05,N/A,2025-12-30
LH 885,Frankfurt,Deutsche Lufthansa,06:15,N/A,2025-12-30
SK 1791,Kopenhaagen,Scandinavian Airlines System (SAS),06:25,N/A,2025-12-30
BT 851,Brüssel,Air Baltic Corporation,06:40,N/A,2025-12-30
BT 904,Vilnius,Air Baltic Corporation,07:00,N/A,2025-12-30
SK 1783,Stockholm (Arlanda),Scandinavian Airlines System (SAS),07:00,N/A,2025-12-30
BT 857,Amsterdam,Air Baltic Corporation,07:25,N/A,2025-12-30
OJ 223,Kärdla,Nyxair,07:30,N/A,2025-12-30
OJ 201,Kuressaare,Nyxair,07:40,N/A,2025-12-30
BT 865,Nice,Air Baltic Corporation,07:55,N/A,2025-12-30
W6 1968,Vilnius,Wizz Air Hungary,08:00,N/A,2025-12-30
AY 1012,Helsingi,Finnair,08:25,N/A,2025-12-30
BT 312,Riia,Air Baltic Corporation,08:55,N/A,2025-12-30
HN 3481,Hurghada,Heston Airlines,09:00,N/A,2025-12-30
W6 2424,Budapest,Wizz Air Hungary,09:45,N/A,2025-12-30
AY 1014,Helsingi,Finnair,10:35,N/A,2025-12-30
SK 1797,Kopenhaagen,Scandinavian Airlines System (SAS),11:00,N/A,2025-12-30
BT 7781,Sharm El Sheikh,Air Baltic Corporation,N/A,N/A,2025-12-30
W9 5446,London (Luton),Wizz Air UK,11:45,N/A,2025-12-30
FR 5251,London (Stansted),Ryanair,12:20,N/A,2025-12-30
PC 5962,Antalya,Pegasus Airlines,13:30,N/A,2025-12-30
FR 4611,Stockholm (Arlanda),Ryanair,14:00,N/A,2025-12-30
BT 859,Amsterdam,Air Baltic Corporation,14:00,N/A,2025-12-30
LO 786,Varssavi (Chopin),LOT - Polish Airlines,14:05,N/A,2025-12-30
BT 879,Malaga,Air Baltic Corporation,14:10,N/A,2025-12-30
AY 1020,Helsingi,Finnair,14:40,N/A,2025-12-30
FR 8903,Milano (Malpensa),Ryanair,15:15,N/A,2025-12-30
SK 1745,Stockholm (Arlanda),Scandinavian Airlines System (SAS),15:40,N/A,2025-12-30
AY 1022,Helsingi,Finnair,15:40,N/A,2025-12-30
SK 1787,Kopenhaagen,Scandinavian Airlines System (SAS),15:45,N/A,2025-12-30
BT 871,London (Gatwick),Air Baltic Corporation,16:00,N/A,2025-12-30
W6 2046,Kraków,Wizz Air Hungary,16:15,N/A,2025-12-30
AY 1024,Helsingi,Finnair,16:30,N/A,2025-12-30
OJ 225,Kärdla,Nyxair,17:00,N/A,2025-12-30
BT 316,Riia,Air Baltic Corporation,17:10,N/A,2025-12-30
AY 1026,Helsingi,Finnair,17:20,N/A,2025-12-30
LH 883,Frankfurt,Deutsche Lufthansa,18:05,N/A,2025-12-30
OJ 207,Kuressaare,Nyxair,18:30,N/A,2025-12-30
LO 788,Varssavi (Chopin),LOT - Polish Airlines,18:35,N/A,2025-12-30
TK 1424,Istanbul,Turkish Airlines,18:55,N/A,2025-12-30
FR 2224,London (Stansted),Ryanair,20:30,N/A,2025-12-30
BT 906,Vilnius,Air Baltic Corporation,20:50,N/A,2025-12-30
BT 318,Riia,Air Baltic Corporation,21:25,N/A,2025-12-30
AY 1028,Helsingi,Finnair,21:30,N/A,2025-12-30
FR 5694,Dublin,Ryanair,22:05,N/A,2025-12-30
AY 1032,Helsingi,Finnair,22:20,N/A,2025-12-30
